series,horizon,error
United States,90,-0.15226531511911645
United States,90,-0.16895220637296404
United States,90,-0.01948155395873563
United States,90,0.17156601242736613
United States,90,0.4060594410992646
United States,90,0.0509695985175771
United States,90,-0.4396581082986639
United States,90,-0.07768512941180106
United States,90,-0.08140747931985182
United States,90,0.6556838032034626
United States,90,0.5121732856825023
United States,90,0.6872605807568863
United States,90,0.8921357340752909
United States,90,0.8988864069517426
United States,90,0.7848688182279595
United States,90,1.1131049707963303
United States,90,0.7948019631887853
United States,90,0.5503628946261134
United States,90,0.8776467681975504
United States,90,0.7002131542803145
United States,90,0.7122507657275268
United States,90,0.8628615444103129
United States,90,0.9963875210369988
United States,90,0.5448791898345409
United States,90,0.2790769699658391
United States,90,0.29666426005355007
United States,90,0.4105279465263507
United States,90,0.3337246157145284
United States,90,0.373822214421871
United States,90,0.5433017009886569
United States,90,0.3021139693763928
United States,90,0.058759577047004186
United States,90,0.34864534220656296
United States,90,0.3524490283480102
United States,90,0.37118572798041605
United States,90,0.45064126073693345
United States,90,0.8318531014859634
United States,90,0.3737306725236973
United States,90,0.36417980924009896
United States,90,0.8584835858767512
United States,90,0.8576697614670099
United States,90,0.7635584577567496
United States,90,0.7331563368793237
United States,90,0.8090796524044634
United States,90,0.5221006841818543
United States,90,0.14218573858637562
United States,90,0.5467808161083791
United States,90,0.6490794890133404
United States,90,0.7829710593228558
United States,90,0.7373397014236307
United States,90,0.856401180741388
United States,90,0.5321754727957835
United States,90,0.04546670669218855
United States,90,1.5963817547309542
United States,90,0.6912148940614227
United States,90,0.7001239023504642
United States,90,0.7587240535588524
United States,90,0.8998297041284395
United States,90,0.6437134208834863
United States,90,0.07916022257904842
United States,90,0.41179954133172103
United States,90,0.3824473097710719
United States,90,0.5221528776974047
United States,90,0.686617020095948
United States,90,0.8966623113554615
United States,90,0.5708482384931592
United States,90,0.1265961577017123
United States,90,0.44857632073603604
United States,90,0.42708701556375317
United States,90,0.5431189738450186
United States,90,0.6627706325834541
United States,90,0.9776957542337321
United States,90,0.6876768983252468
United States,90,0.08169180747260363
United States,90,0.38622764119179287
United States,90,0.4535764342709516
United States,90,0.5168087392750813
United States,90,0.7468663695666447
United States,90,0.8490614454117287
United States,90,0.3432749851220951
United States,90,-0.2027666480944159
United States,90,0.03861360978701711
United States,90,-0.019481545243944964
United States,90,0.04641837585180042
United States,90,0.2344608777149526
United States,90,0.587832977539489
United States,90,-0.03272578645779589
United States,90,-0.6278901600129352
United States,90,-0.18143949396303238
United States,90,0.008061851068852377
United States,90,0.10228972221764732
United States,90,0.04755820650355691
United States,90,0.7335672727573845
United States,90,0.09453012200254385
United States,90,-0.4967653588096752
United States,90,-0.11352321893880912
United States,90,0.014910651256673013
United States,90,0.10981952754454838
United States,90,0.24753594616755414
United States,90,0.43488629689969116
United States,90,0.437513937248049
United States,90,0.3496014343823024
United States,90,0.3255613910896269
United States,90,0.40139303213663347
United States,90,0.1080749004146
United States,90,-0.28407849771291716
United States,90,0.13299087237244933
United States,90,0.23447379387312495
United States,90,0.3712800888610932
United States,90,0.32973081406856686
United States,90,0.44741760740858894
United States,90,0.1165234504214201
United States,90,-0.3818756292970047
United States,90,1.1588093330769489
United States,90,0.27881536472539636
United States,90,0.293099600915939
United States,90,0.35858063737560464
United States,90,0.5012852708114544
United States,90,0.24148708338163516
United States,90,-0.3319113033958665
United States,90,0.01708560054323982
United States,90,-0.008960226513284653
United States,90,0.13777475569894193
United States,90,0.310196199908793
United States,90,0.5222934842514295
United States,90,0.1926103983426266
